theta1,theta2,theta3,theta4,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
-0.785,0.325,0.146,-0.965,0.213,-0.201,0.193,-0.093,-0.226,-0.371,0.896,3.14,2.648,2.356
-0.785,0.329,0.171,-0.988,0.213,-0.201,0.19,-0.092,-0.223,-0.371,0.897,3.141,2.654,2.357
-0.785,0.334,0.186,-1.002,0.213,-0.201,0.186,-0.091,-0.221,-0.371,0.897,3.141,2.659,2.357
-0.785,0.339,0.2,-1.017,0.213,-0.2,0.183,-0.09,-0.218,-0.372,0.898,3.141,2.666,2.356
-0.785,0.343,0.215,-1.03,0.212,-0.2,0.181,-0.089,-0.216,-0.372,0.898,3.141,2.67,2.356
-0.785,0.348,0.23,-1.044,0.212,-0.2,0.178,-0.088,-0.214,-0.372,0.899,3.14,2.675,2.357
-0.785,0.352,0.244,-1.058,0.212,-0.199,0.175,-0.087,-0.211,-0.372,0.899,3.141,2.681,2.357
-0.785,0.357,0.259,-1.072,0.211,-0.199,0.172,-0.086,-0.209,-0.373,0.9,3.14,2.686,2.356
-0.785,0.362,0.273,-1.072,0.211,-0.199,0.169,-0.085,-0.206,-0.373,0.901,3.141,2.692,2.356
-0.785,0.37,0.297,-1.109,0.21,-0.198,0.166,-0.084,-0.204,-0.373,0.901,3.141,2.697,2.356
-0.785,0.375,0.315,-1.125,0.209,-0.197,0.161,-0.083,-0.199,-0.373,0.902,3.14,2.707,2.358
-0.785,0.379,0.325,-1.135,0.209,-0.197,0.158,-0.082,-0.197,-0.374,0.903,3.141,2.712,2.356
-0.785,0.383,0.342,-1.151,0.208,-0.196,0.156,-0.081,-0.195,-0.374,0.903,3.141,2.716,2.356
-0.785,0.388,0.356,-1.164,0.208,-0.196,0.153,-0.08,-0.193,-0.374,0.904,3.141,2.721,2.357
-0.785,0.392,0.369,-1.176,0.207,-0.195,0.151,-0.079,-0.19,-0.374,0.904,3.141,2.727,2.357
-0.785,0.396,0.382,-1.189,0.207,-0.195,0.149,-0.078,-0.188,-0.374,0.905,3.141,2.732,2.358
-0.785,0.4,0.395,-1.201,0.206,-0.194,0.146,-0.077,-0.186,-0.375,0.905,3.141,2.736,2.356
-0.785,0.408,0.414,-1.22,0.205,-0.193,0.142,-0.075,-0.182,-0.375,0.906,3.141,2.745,2.357
-0.785,0.412,0.433,-1.237,0.204,-0.192,0.14,-0.074,-0.18,-0.375,0.906,3.141,2.75,2.357
-0.785,0.416,0.445,-1.248,0.204,-0.192,0.137,-0.074,-0.178,-0.375,0.907,3.141,2.754,2.358
-0.785,0.42,0.457,-1.26,0.203,-0.191,0.135,-0.073,-0.176,-0.376,0.907,3.142,2.758,2.356
-0.785,0.423,0.469,-1.271,0.203,-0.19,0.133,-0.072,-0.174,-0.376,0.907,3.141,2.763,2.356
-0.785,0.427,0.481,-1.282,0.202,-0.19,0.131,-0.071,-0.172,-0.376,0.908,3.141,2.767,2.356
-0.785,0.431,0.492,-1.293,0.201,-0.189,0.129,-0.07,-0.17,-0.376,0.908,3.141,2.772,2.356
-0.785,0.434,0.504,-1.303,0.201,-0.188,0.128,-0.07,-0.168,-0.376,0.909,3.141,2.776,2.357
-0.785,0.441,0.525,-1.323,0.199,-0.187,0.124,-0.068,-0.164,-0.376,0.909,3.141,2.784,2.357
-0.785,0.445,0.536,-1.334,0.199,-0.187,0.122,-0.067,-0.163,-0.377,0.91,3.141,2.788,2.356
-0.785,0.448,0.547,-1.344,0.198,-0.186,0.121,-0.067,-0.161,-0.377,0.91,3.141,2.791,2.356
-0.785,0.451,0.557,-1.354,0.197,-0.185,0.119,-0.066,-0.159,-0.377,0.91,3.141,2.796,2.356
-0.785,0.454,0.567,-1.363,0.197,-0.185,0.118,-0.065,-0.157,-0.377,0.91,3.142,2.8,2.356
-0.785,0.457,0.577,-1.373,0.196,-0.184,0.116,-0.064,-0.156,-0.377,0.911,3.141,2.803,2.357
-0.785,0.46,0.586,-1.382,0.196,-0.183,0.115,-0.064,-0.154,-0.377,0.911,3.141,2.806,2.357
-0.785,0.463,0.595,-1.39,0.195,-0.183,0.113,-0.063,-0.153,-0.377,0.911,3.141,2.809,2.357
-0.785,0.469,0.613,-1.407,0.194,-0.182,0.111,-0.062,-0.15,-0.377,0.912,3.142,2.816,2.358
-0.785,0.472,0.622,-1.416,0.193,-0.181,0.109,-0.061,-0.148,-0.378,0.912,3.141,2.82,2.356
-0.785,0.474,0.63,-1.424,0.193,-0.18,0.108,-0.061,-0.147,-0.378,0.912,3.141,2.822,2.356
-0.785,0.477,0.639,-1.431,0.192,-0.18,0.107,-0.06,-0.145,-0.378,0.912,3.141,2.826,2.356
-0.785,0.479,0.646,-1.439,0.191,-0.179,0.106,-0.06,-0.144,-0.378,0.913,3.141,2.828,2.357
-0.785,0.482,0.654,-1.446,0.191,-0.179,0.105,-0.059,-0.143,-0.378,0.913,3.141,2.831,2.356
-0.785,0.486,0.669,-1.46,0.19,-0.178,0.103,-0.058,-0.14,-0.378,0.913,3.142,2.837,2.357
-0.785,0.489,0.676,-1.467,0.189,-0.177,0.102,-0.058,-0.139,-0.378,0.913,3.141,2.839,2.357
-0.785,0.491,0.682,-1.473,0.189,-0.177,0.101,-0.057,-0.138,-0.378,0.914,3.141,2.842,2.357
-0.785,0.493,0.689,-1.479,0.188,-0.176,0.1,-0.057,-0.137,-0.378,0.914,3.141,2.844,2.357
-0.785,0.495,0.695,-1.485,0.188,-0.176,0.099,-0.056,-0.136,-0.378,0.914,3.141,2.846,2.357
-0.785,0.497,0.701,-1.491,0.187,-0.175,0.099,-0.056,-0.135,-0.378,0.914,3.141,2.848,2.357
-0.785,0.498,0.707,-1.496,0.187,-0.175,0.098,-0.055,-0.134,-0.378,0.914,3.141,2.851,2.357
-0.785,0.502,0.718,-1.506,0.186,-0.174,0.096,-0.055,-0.132,-0.379,0.914,3.141,2.855,2.356
-0.785,0.503,0.723,-1.511,0.186,-0.174,0.096,-0.054,-0.131,-0.379,0.915,3.141,2.857,2.356
-0.785,0.505,0.728,-1.516,0.185,-0.173,0.095,-0.054,-0.13,-0.379,0.915,3.141,2.859,2.356
-0.785,0.506,0.732,-1.52,0.185,-0.173,0.095,-0.054,-0.13,-0.379,0.915,3.141,2.859,2.356
-0.785,0.508,0.737,-1.524,0.185,-0.173,0.094,-0.053,-0.129,-0.379,0.915,3.141,2.862,2.356
-0.785,0.509,0.741,-1.528,0.184,-0.172,0.094,-0.053,-0.128,-0.379,0.915,3.142,2.864,2.356
-0.785,0.51,0.745,-1.532,0.184,-0.172,0.093,-0.053,-0.127,-0.379,0.915,3.141,2.865,2.356
-0.785,0.513,0.752,-1.539,0.183,-0.171,0.092,-0.052,-0.126,-0.379,0.915,3.141,2.868,2.356
-0.785,0.514,0.755,-1.542,0.183,-0.171,0.092,-0.052,-0.126,-0.379,0.915,3.141,2.868,2.356
-0.785,0.515,0.758,-1.545,0.183,-0.171,0.091,-0.052,-0.125,-0.379,0.915,3.141,2.87,2.356
-0.785,0.516,0.761,-1.548,0.183,-0.171,0.091,-0.052,-0.125,-0.379,0.916,3.141,2.87,2.357
-0.785,0.516,0.764,-1.55,0.183,-0.17,0.091,-0.051,-0.124,-0.379,0.916,3.141,2.873,2.357
-0.785,0.517,0.766,-1.552,0.182,-0.17,0.09,-0.051,-0.124,-0.379,0.916,3.141,2.873,2.357
-0.785,0.518,0.769,-1.555,0.182,-0.17,0.09,-0.051,-0.123,-0.379,0.916,3.141,2.875,2.357
-0.785,0.519,0.771,-1.557,0.182,-0.17,0.09,-0.051,-0.123,-0.379,0.916,3.141,2.875,2.357
-0.785,0.519,0.773,-1.558,0.182,-0.17,0.09,-0.051,-0.123,-0.379,0.916,3.141,2.875,2.357
-0.785,0.52,0.774,-1.56,0.182,-0.17,0.09,-0.051,-0.122,-0.379,0.916,3.141,2.876,2.357
-0.785,0.52,0.776,-1.562,0.182,-0.169,0.089,-0.051,-0.122,-0.379,0.916,3.141,2.876,2.357
-0.785,0.521,0.779,-1.564,0.181,-0.169,0.089,-0.05,-0.122,-0.379,0.916,3.141,2.877,2.357
-0.785,0.521,0.779,-1.564,0.181,-0.169,0.089,-0.05,-0.122,-0.379,0.916,3.141,2.877,2.357
-0.785,0.522,0.781,-1.566,0.181,-0.169,0.089,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.522,0.782,-1.567,0.181,-0.169,0.089,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.522,0.782,-1.568,0.181,-0.169,0.089,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.522,0.783,-1.568,0.181,-0.169,0.089,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.523,0.784,-1.569,0.181,-0.169,0.088,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.523,0.784,-1.569,0.181,-0.169,0.088,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.523,0.785,-1.57,0.181,-0.169,0.088,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.523,0.785,-1.57,0.181,-0.169,0.088,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.785,0.523,0.785,-1.57,0.181,-0.169,0.088,-0.05,-0.121,-0.379,0.916,3.141,2.879,2.357
-0.523,0.523,0.785,-1.57,0.219,-0.119,0.088,-0.034,-0.126,-0.256,0.958,3.141,2.88,2.619
-0.523,0.523,0.785,-1.57,0.219,-0.119,0.088,-0.034,-0.126,-0.256,0.958,3.141,2.88,2.619
-0.523,0.523,0.784,-1.569,0.219,-0.119,0.088,-0.034,-0.126,-0.256,0.958,3.141,2.88,2.619
-0.523,0.523,0.784,-1.569,0.219,-0.119,0.088,-0.034,-0.126,-0.256,0.958,3.141,2.88,2.619
-0.523,0.522,0.783,-1.568,0.219,-0.119,0.089,-0.034,-0.127,-0.256,0.958,3.141,2.878,2.619
-0.523,0.522,0.782,-1.568,0.219,-0.119,0.089,-0.034,-0.127,-0.256,0.958,3.141,2.878,2.619
-0.523,0.522,0.782,-1.567,0.219,-0.119,0.089,-0.034,-0.127,-0.256,0.958,3.141,2.878,2.619
-0.523,0.522,0.781,-1.566,0.219,-0.119,0.089,-0.034,-0.127,-0.256,0.958,3.141,2.878,2.619
-0.523,0.521,0.779,-1.564,0.219,-0.119,0.089,-0.034,-0.127,-0.256,0.958,3.141,2.878,2.619
-0.523,0.521,0.777,-1.563,0.219,-0.12,0.089,-0.034,-0.128,-0.256,0.958,3.141,2.876,2.619
-0.523,0.52,0.776,-1.562,0.22,-0.12,0.089,-0.034,-0.128,-0.256,0.958,3.141,2.876,2.619
-0.523,0.52,0.774,-1.56,0.22,-0.12,0.09,-0.034,-0.128,-0.256,0.957,3.141,2.876,2.619
-0.523,0.519,0.773,-1.558,0.22,-0.12,0.09,-0.034,-0.128,-0.256,0.957,3.141,2.876,2.619
-0.523,0.519,0.771,-1.557,0.22,-0.12,0.09,-0.034,-0.129,-0.256,0.957,3.141,2.874,2.619
-0.523,0.517,0.766,-1.552,0.221,-0.12,0.09,-0.035,-0.129,-0.256,0.957,3.141,2.873,2.619
-0.523,0.516,0.764,-1.55,0.221,-0.12,0.091,-0.035,-0.13,-0.256,0.957,3.141,2.871,2.619
-0.523,0.516,0.761,-1.548,0.221,-0.121,0.091,-0.035,-0.13,-0.256,0.957,3.141,2.871,2.619
-0.523,0.515,0.758,-1.545,0.221,-0.121,0.091,-0.035,-0.131,-0.256,0.957,3.142,2.87,2.619
-0.523,0.514,0.755,-1.542,0.222,-0.121,0.092,-0.035,-0.131,-0.256,0.957,3.142,2.87,2.619
-0.523,0.514,0.755,-1.542,0.222,-0.121,0.093,-0.035,-0.133,-0.256,0.957,3.14,2.866,2.619
-0.523,0.51,0.745,-1.532,0.223,-0.121,0.093,-0.036,-0.133,-0.256,0.957,3.141,2.865,2.619
-0.523,0.509,0.741,-1.528,0.223,-0.122,0.094,-0.036,-0.134,-0.256,0.957,3.141,2.863,2.619
-0.523,0.508,0.737,-1.524,0.223,-0.122,0.094,-0.036,-0.135,-0.256,0.957,3.141,2.861,2.619
-0.523,0.505,0.728,-1.516,0.224,-0.122,0.095,-0.036,-0.136,-0.256,0.956,3.141,2.859,2.618
-0.523,0.503,0.723,-1.511,0.225,-0.123,0.096,-0.037,-0.137,-0.256,0.956,3.141,2.857,2.618
-0.523,0.502,0.718,-1.506,0.225,-0.123,0.096,-0.037,-0.138,-0.256,0.956,3.142,2.855,2.618
-0.523,0.498,0.713,-1.502,0.226,-0.124,0.098,-0.037,-0.14,-0.256,0.956,3.141,2.851,2.618
-0.523,0.497,0.701,-1.491,0.227,-0.124,0.099,-0.038,-0.141,-0.256,0.956,3.141,2.849,2.618
-0.523,0.495,0.695,-1.485,0.227,-0.124,0.099,-0.038,-0.142,-0.256,0.956,3.142,2.847,2.618
-0.523,0.493,0.689,-1.479,0.228,-0.124,0.1,-0.038,-0.143,-0.256,0.955,3.141,2.844,2.618
-0.523,0.491,0.682,-1.473,0.228,-0.125,0.101,-0.039,-0.144,-0.256,0.955,3.141,2.842,2.618
-0.523,0.489,0.676,-1.467,0.229,-0.125,0.102,-0.039,-0.145,-0.256,0.955,3.141,2.84,2.618
-0.523,0.484,0.671,-1.462,0.23,-0.126,0.104,-0.04,-0.148,-0.255,0.955,3.141,2.834,2.62
-0.523,0.482,0.654,-1.446,0.231,-0.126,0.105,-0.04,-0.149,-0.255,0.954,3.141,2.832,2.619
-0.523,0.479,0.646,-1.439,0.232,-0.127,0.106,-0.04,-0.151,-0.255,0.954,3.141,2.828,2.619
-0.523,0.477,0.639,-1.431,0.232,-0.127,0.107,-0.041,-0.152,-0.255,0.954,3.141,2.825,2.619
-0.523,0.474,0.63,-1.424,0.233,-0.127,0.108,-0.041,-0.153,-0.255,0.954,3.141,2.823,2.619
-0.523,0.469,0.616,-1.409,0.235,-0.128,0.111,-0.042,-0.156,-0.255,0.953,3.141,2.817,2.619
-0.523,0.466,0.605,-1.399,0.235,-0.129,0.112,-0.042,-0.158,-0.255,0.953,3.141,2.813,2.619
-0.523,0.463,0.595,-1.39,0.236,-0.129,0.113,-0.043,-0.16,-0.255,0.953,3.141,2.809,2.619
-0.523,0.46,0.586,-1.382,0.237,-0.13,0.115,-0.043,-0.161,-0.255,0.952,3.141,2.807,2.618
-0.523,0.457,0.581,-1.377,0.238,-0.13,0.116,-0.044,-0.163,-0.255,0.952,3.141,2.802,2.618
-0.523,0.451,0.562,-1.358,0.239,-0.131,0.119,-0.045,-0.166,-0.255,0.952,3.141,2.796,2.618
-0.523,0.448,0.547,-1.344,0.24,-0.131,0.121,-0.045,-0.168,-0.255,0.951,3.141,2.792,2.618
-0.523,0.445,0.536,-1.334,0.241,-0.132,0.122,-0.045,-0.17,-0.254,0.951,3.141,2.788,2.619
-0.523,0.441,0.527,-1.325,0.241,-0.132,0.124,-0.046,-0.172,-0.254,0.951,3.141,2.784,2.62
-0.523,0.438,0.515,-1.314,0.242,-0.133,0.126,-0.046,-0.174,-0.254,0.95,3.141,2.78,2.619
-0.523,0.434,0.504,-1.303,0.243,-0.133,0.128,-0.047,-0.176,-0.254,0.95,3.141,2.775,2.619
-0.523,0.427,0.489,-1.289,0.245,-0.134,0.131,-0.048,-0.18,-0.254,0.949,3.141,2.767,2.618
-0.523,0.423,0.469,-1.271,0.245,-0.135,0.133,-0.049,-0.182,-0.254,0.949,3.141,2.762,2.619
-0.523,0.42,0.457,-1.26,0.246,-0.135,0.135,-0.049,-0.184,-0.254,0.948,3.141,2.758,2.618
-0.523,0.416,0.448,-1.25,0.247,-0.135,0.137,-0.05,-0.186,-0.254,0.948,3.141,2.754,2.618
-0.523,0.408,0.431,-1.234,0.248,-0.136,0.142,-0.051,-0.19,-0.253,0.947,3.141,2.745,2.62
-0.523,0.404,0.408,-1.213,0.249,-0.137,0.144,-0.051,-0.192,-0.253,0.947,3.141,2.742,2.619
-0.523,0.4,0.398,-1.203,0.25,-0.137,0.146,-0.052,-0.195,-0.253,0.946,3.141,2.735,2.619
-0.523,0.396,0.382,-1.189,0.251,-0.138,0.149,-0.053,-0.197,-0.253,0.946,3.141,2.731,2.619
-0.523,0.391,0.377,-1.184,0.252,-0.138,0.153,-0.054,-0.201,-0.253,0.945,3.141,2.722,2.618
-0.523,0.383,0.346,-1.154,0.252,-0.138,0.153,-0.054,-0.201,-0.253,0.945,3.141,2.722,2.618
-0.523,0.379,0.333,-1.141,0.253,-0.139,0.158,-0.055,-0.206,-0.253,0.944,3.141,2.712,2.618
-0.523,0.375,0.315,-1.125,0.254,-0.139,0.161,-0.056,-0.209,-0.252,0.943,3.141,2.705,2.619
-0.523,0.37,0.301,-1.112,0.254,-0.14,0.164,-0.056,-0.211,-0.252,0.943,3.141,2.702,2.619
-0.523,0.366,0.287,-1.099,0.255,-0.14,0.166,-0.057,-0.213,-0.252,0.942,3.142,2.697,2.619
-0.523,0.357,0.273,-1.084,0.256,-0.141,0.172,-0.058,-0.218,-0.252,0.941,3.141,2.686,2.618
-0.523,0.352,0.244,-1.062,0.256,-0.141,0.175,-0.059,-0.221,-0.252,0.94,3.141,2.68,2.618
-0.523,0.348,0.235,-1.048,0.257,-0.141,0.178,-0.06,-0.223,-0.252,0.94,3.141,2.676,2.618
-0.523,0.343,0.215,-1.03,0.257,-0.141,0.181,-0.06,-0.226,-0.251,0.939,3.141,2.669,2.619
-0.523,0.339,0.21,-1.026,0.258,-0.142,0.183,-0.061,-0.228,-0.251,0.939,3.141,2.665,2.619
-0.523,0.334,0.186,-1.002,0.258,-0.142,0.186,-0.062,-0.231,-0.251,0.938,3.141,2.659,2.619
-0.523,0.325,0.176,-0.993,0.258,-0.142,0.193,-0.063,-0.236,-0.251,0.937,3.141,2.648,2.618
-0.523,0.32,0.146,-0.965,0.259,-0.142,0.196,-0.064,-0.239,-0.251,0.936,3.141,2.642,2.618
-0.523,0.315,0.131,-0.95,0.259,-0.142,0.199,-0.065,-0.241,-0.25,0.935,3.14,2.637,2.619
-0.523,0.305,0.111,-0.931,0.259,-0.142,0.205,-0.066,-0.247,-0.25,0.934,3.141,2.625,2.618
-0.523,0.301,0.081,-0.902,0.259,-0.142,0.208,-0.067,-0.249,-0.25,0.933,3.141,2.62,2.618
-0.523,0.296,0.065,-0.888,0.259,-0.142,0.212,-0.067,-0.252,-0.25,0.933,3.14,2.614,2.618
-0.523,0.291,0.055,-0.878,0.259,-0.142,0.215,-0.068,-0.255,-0.249,0.932,3.141,2.608,2.619
-0.523,0.281,0.035,-0.863,0.259,-0.142,0.222,-0.07,-0.26,-0.249,0.93,3.141,2.596,2.619
-0.523,0.276,0.004,-0.829,0.259,-0.142,0.225,-0.07,-0.262,-0.249,0.93,3.141,2.592,2.618
-0.523,0.271,-0.012,-0.815,0.258,-0.142,0.228,-0.071,-0.265,-0.249,0.929,3.142,2.586,2.618
-0.523,0.262,-0.023,-0.805,0.258,-0.142,0.235,-0.072,-0.27,-0.248,0.927,3.141,2.575,2.619
-0.523,0.257,-0.058,-0.771,0.257,-0.141,0.238,-0.073,-0.273,-0.248,0.927,3.142,2.569,2.619
-0.523,0.252,-0.069,-0.761,0.257,-0.141,0.242,-0.074,-0.276,-0.248,0.926,3.141,2.562,2.618
-0.523,0.247,-0.089,-0.741,0.256,-0.141,0.245,-0.075,-0.278,-0.248,0.925,3.141,2.557,2.618
-0.523,0.237,-0.105,-0.726,0.255,-0.14,0.252,-0.076,-0.284,-0.247,0.923,3.142,2.545,2.619
-0.523,0.232,-0.136,-0.697,0.255,-0.14,0.255,-0.077,-0.286,-0.247,0.923,3.141,2.54,2.619
-0.523,0.227,-0.151,-0.682,0.254,-0.14,0.258,-0.077,-0.289,-0.247,0.922,3.141,2.534,2.618
-0.523,0.222,-0.167,-0.668,0.253,-0.139,0.262,-0.078,-0.292,-0.246,0.921,3.142,2.528,2.62
-0.523,0.213,-0.177,-0.658,0.252,-0.138,0.268,-0.079,-0.297,-0.246,0.919,3.14,2.517,2.618
-0.523,0.208,-0.213,-0.624,0.251,-0.138,0.272,-0.08,-0.299,-0.246,0.918,3.141,2.512,2.618
-0.523,0.203,-0.228,-0.61,0.25,-0.137,0.275,-0.081,-0.302,-0.246,0.918,3.141,2.506,2.618
-0.523,0.194,-0.238,-0.6,0.248,-0.136,0.281,-0.082,-0.307,-0.245,0.916,3.141,2.495,2.619
-0.523,0.189,-0.273,-0.568,0.247,-0.136,0.285,-0.083,-0.309,-0.245,0.915,3.141,2.49,2.619
-0.523,0.184,-0.288,-0.553,0.246,-0.135,0.288,-0.083,-0.312,-0.245,0.914,3.14,2.484,2.617
-0.523,0.175,-0.303,-0.539,0.244,-0.134,0.294,-0.085,-0.317,-0.244,0.913,3.141,2.473,2.62
-0.523,0.171,-0.332,-0.512,0.243,-0.133,0.297,-0.085,-0.319,-0.244,0.912,3.141,2.469,2.618
-0.523,0.166,-0.347,-0.502,0.241,-0.132,0.3,-0.086,-0.322,-0.244,0.911,3.141,2.462,2.618
-0.523,0.162,-0.361,-0.485,0.24,-0.132,0.303,-0.087,-0.324,-0.244,0.91,3.141,2.457,2.618
-0.523,0.153,-0.371,-0.475,0.238,-0.13,0.309,-0.088,-0.329,-0.243,0.908,3.141,2.446,2.619
-0.523,0.148,-0.399,-0.449,0.236,-0.129,0.312,-0.089,-0.331,-0.243,0.907,3.141,2.442,2.618
-0.523,0.144,-0.413,-0.435,0.235,-0.129,0.315,-0.089,-0.333,-0.243,0.907,3.141,2.438,2.618
-0.523,0.14,-0.43,-0.419,0.234,-0.128,0.318,-0.09,-0.336,-0.242,0.906,3.141,2.431,2.62
-0.523,0.135,-0.44,-0.41,0.232,-0.127,0.32,-0.09,-0.338,-0.242,0.905,3.141,2.427,2.619
-0.523,0.131,-0.449,-0.402,0.23,-0.125,0.326,-0.092,-0.342,-0.242,0.903,3.141,2.417,2.618
-0.523,0.123,-0.483,-0.369,0.228,-0.125,0.328,-0.092,-0.345,-0.242,0.902,3.14,2.411,2.617
-0.523,0.119,-0.493,-0.36,0.227,-0.124,0.331,-0.093,-0.347,-0.241,0.902,3.141,2.407,2.62
-0.523,0.115,-0.505,-0.348,0.225,-0.123,0.333,-0.093,-0.349,-0.241,0.901,3.141,2.403,2.619
-0.523,0.111,-0.518,-0.336,0.224,-0.122,0.336,-0.094,-0.351,-0.241,0.9,3.142,2.398,2.618
-0.523,0.107,-0.531,-0.324,0.222,-0.121,0.338,-0.094,-0.353,-0.241,0.899,3.14,2.394,2.617
-0.523,0.1,-0.548,-0.307,0.219,-0.12,0.343,-0.095,-0.357,-0.24,0.898,3.141,2.385,2.619
-0.523,0.096,-0.562,-0.294,0.218,-0.119,0.345,-0.096,-0.359,-0.24,0.897,3.141,2.38,2.619
-0.523,0.092,-0.58,-0.277,0.217,-0.118,0.347,-0.097,-0.361,-0.24,0.896,3.141,2.375,2.618
-0.523,0.089,-0.592,-0.267,0.215,-0.117,0.349,-0.097,-0.362,-0.24,0.895,3.141,2.373,2.618
-0.523,0.082,-0.601,-0.257,0.212,-0.115,0.353,-0.098,-0.366,-0.239,0.894,3.141,2.364,2.619
-0.523,0.079,-0.624,-0.236,0.211,-0.115,0.355,-0.098,-0.368,-0.239,0.893,3.14,2.36,2.618
-0.523,0.075,-0.629,-0.231,0.209,-0.114,0.357,-0.099,-0.37,-0.239,0.893,3.142,2.356,2.619
-0.523,0.072,-0.645,-0.216,0.208,-0.113,0.359,-0.099,-0.371,-0.239,0.892,3.141,2.353,2.618
-0.523,0.069,-0.65,-0.211,0.207,-0.112,0.361,-0.1,-0.373,-0.238,0.891,3.141,2.348,2.62
-0.523,0.066,-0.664,-0.197,0.205,-0.111,0.363,-0.1,-0.374,-0.238,0.89,3.142,2.346,2.619
-0.523,0.063,-0.674,-0.188,0.204,-0.111,0.364,-0.101,-0.376,-0.238,0.89,3.14,2.342,2.619
-0.523,0.057,-0.688,-0.174,0.201,-0.109,0.367,-0.101,-0.379,-0.238,0.889,3.14,2.336,2.618
-0.523,0.054,-0.701,-0.163,0.2,-0.108,0.369,-0.102,-0.381,-0.238,0.888,3.141,2.331,2.618
-0.523,0.051,-0.71,-0.154,0.198,-0.107,0.37,-0.102,-0.382,-0.237,0.887,3.141,2.328,2.619
-0.523,0.049,-0.718,-0.146,0.197,-0.107,0.372,-0.103,-0.383,-0.237,0.887,3.14,2.326,2.62
-0.523,0.046,-0.727,-0.139,0.196,-0.106,0.373,-0.103,-0.385,-0.237,0.886,3.142,2.322,2.619
-0.523,0.041,-0.741,-0.124,0.194,-0.105,0.376,-0.104,-0.387,-0.237,0.885,3.141,2.317,2.619
-0.523,0.039,-0.75,-0.117,0.192,-0.104,0.377,-0.104,-0.388,-0.237,0.884,3.142,2.314,2.618
-0.523,0.037,-0.757,-0.11,0.191,-0.103,0.378,-0.104,-0.39,-0.237,0.884,3.14,2.311,2.617
-0.523,0.032,-0.77,-0.097,0.189,-0.102,0.381,-0.105,-0.392,-0.236,0.883,3.141,2.306,2.62
-0.523,0.03,-0.777,-0.091,0.188,-0.101,0.382,-0.105,-0.393,-0.236,0.883,3.141,2.304,2.619
-0.523,0.028,-0.783,-0.085,0.187,-0.101,0.383,-0.105,-0.394,-0.236,0.882,3.14,2.302,2.618
-0.523,0.025,-0.795,-0.074,0.185,-0.1,0.384,-0.106,-0.396,-0.236,0.881,3.141,2.297,2.618
-0.523,0.023,-0.801,-0.069,0.184,-0.099,0.385,-0.106,-0.397,-0.236,0.881,3.141,2.295,2.618
-0.523,0.021,-0.806,-0.064,0.183,-0.099,0.386,-0.106,-0.398,-0.236,0.88,3.14,2.292,2.617
-0.523,0.02,-0.811,-0.059,0.183,-0.098,0.387,-0.107,-0.398,-0.236,0.88,3.141,2.292,2.618
-0.523,0.017,-0.82,-0.05,0.181,-0.097,0.388,-0.107,-0.4,-0.235,0.879,3.141,2.287,2.619
-0.523,0.015,-0.825,-0.046,0.18,-0.097,0.389,-0.107,-0.401,-0.235,0.879,3.141,2.286,2.619
-0.523,0.014,-0.829,-0.042,0.18,-0.097,0.39,-0.107,-0.401,-0.235,0.879,3.141,2.286,2.619
-0.523,0.013,-0.833,-0.038,0.179,-0.096,0.39,-0.108,-0.402,-0.235,0.878,3.141,2.283,2.619
-0.523,0.01,-0.84,-0.031,0.178,-0.095,0.391,-0.108,-0.403,-0.235,0.878,3.141,2.281,2.619
-0.523,0.009,-0.843,-0.028,0.177,-0.095,0.392,-0.108,-0.404,-0.235,0.878,3.141,2.279,2.618
-0.523,0.008,-0.846,-0.025,0.177,-0.095,0.392,-0.108,-0.404,-0.235,0.877,3.141,2.278,2.618
-0.523,0.007,-0.849,-0.022,0.176,-0.095,0.393,-0.108,-0.405,-0.235,0.877,3.14,2.277,2.617
-0.523,0.006,-0.854,-0.018,0.175,-0.094,0.393,-0.108,-0.405,-0.235,0.877,3.14,2.277,2.617
-0.523,0.005,-0.857,-0.015,0.175,-0.094,0.394,-0.109,-0.406,-0.235,0.877,3.141,2.274,2.618
-0.523,0.005,-0.859,-0.013,0.174,-0.094,0.394,-0.109,-0.406,-0.235,0.876,3.141,2.274,2.618
-0.523,0.004,-0.861,-0.012,0.174,-0.093,0.394,-0.109,-0.406,-0.235,0.876,3.141,2.274,2.618
-0.523,0.003,-0.862,-0.01,0.174,-0.093,0.395,-0.109,-0.407,-0.235,0.876,3.141,2.272,2.617
-0.523,0.002,-0.865,-0.007,0.173,-0.093,0.395,-0.109,-0.407,-0.234,0.876,3.141,2.272,2.62
-0.523,0.002,-0.867,-0.006,0.173,-0.093,0.395,-0.109,-0.407,-0.234,0.876,3.141,2.272,2.62
