theta1,theta2,theta3,theta4,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.785,0.002,-0.867,-0.006,0.143,0.131,0.395,0.161,-0.39,0.347,0.838,0.001,0.871,0.786
0.785,0.001,-0.869,-0.004,0.143,0.131,0.395,0.161,-0.39,0.347,0.838,0.001,0.871,0.786
0.785,0.001,-0.87,-0.003,0.143,0.131,0.396,0.162,-0.39,0.347,0.838,0.001,0.872,0.785
0.785,0.001,-0.87,-0.002,0.143,0.131,0.396,0.162,-0.39,0.347,0.838,0.001,0.872,0.785
0.785,0.001,-0.871,-0.002,0.143,0.131,0.396,0.162,-0.39,0.347,0.837,0.001,0.872,0.786
0.785,0,-0.872,-0.001,0.143,0.131,0.396,0.162,-0.39,0.347,0.837,0.001,0.872,0.786
0.785,0,-0.872,-0.001,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
0.785,0,-0.873,0,0.143,0.131,0.396,0.162,-0.391,0.347,0.837,0,0.874,0.786
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.873,0,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.872,-0.001,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.872,-0.001,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0,-0.872,-0.001,0.104,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0.001,-0.871,-0.002,0.105,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0.001,-0.87,-0.002,0.105,0.16,0.396,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0.001,-0.869,-0.004,0.105,0.161,0.395,0.211,-0.366,0.453,0.785,0.001,0.872,1.047
1.047,0.002,-0.868,-0.005,0.105,0.161,0.395,0.211,-0.365,0.453,0.785,0.001,0.871,1.046
1.047,0.002,-0.867,-0.006,0.105,0.161,0.395,0.211,-0.365,0.453,0.785,0.001,0.871,1.046
1.047,0.002,-0.865,-0.007,0.105,0.161,0.395,0.211,-0.365,0.453,0.785,0.001,0.871,1.046
1.047,0.003,-0.864,-0.008,0.105,0.161,0.395,0.211,-0.365,0.453,0.785,0.001,0.871,1.046
1.047,0.003,-0.862,-0.01,0.105,0.162,0.395,0.21,-0.365,0.453,0.786,0.001,0.869,1.046
1.047,0.003,-0.862,-0.01,0.106,0.162,0.394,0.21,-0.364,0.454,0.786,0.001,0.867,1.048
1.047,0.004,-0.859,-0.013,0.106,0.162,0.394,0.21,-0.364,0.454,0.786,0.001,0.867,1.048
1.047,0.006,-0.854,-0.018,0.106,0.163,0.393,0.21,-0.363,0.454,0.786,0.001,0.866,1.047
1.047,0.007,-0.852,-0.02,0.106,0.164,0.393,0.21,-0.363,0.454,0.786,0.001,0.866,1.047
1.047,0.008,-0.849,-0.022,0.107,0.164,0.393,0.209,-0.363,0.454,0.786,0.002,0.865,1.048
1.047,0.008,-0.846,-0.025,0.107,0.164,0.392,0.209,-0.362,0.454,0.787,0,0.862,1.046
1.047,0.009,-0.843,-0.028,0.107,0.165,0.392,0.209,-0.362,0.454,0.787,0,0.862,1.046
1.047,0.01,-0.84,-0.031,0.108,0.166,0.391,0.209,-0.361,0.454,0.787,0.002,0.861,1.046
1.047,0.012,-0.837,-0.035,0.108,0.166,0.391,0.208,-0.361,0.454,0.787,0.001,0.86,1.047
1.047,0.014,-0.829,-0.042,0.109,0.167,0.39,0.208,-0.36,0.455,0.788,0,0.857,1.047
1.047,0.015,-0.825,-0.046,0.109,0.168,0.389,0.207,-0.359,0.455,0.788,0.001,0.855,1.048
1.047,0.017,-0.82,-0.05,0.11,0.169,0.388,0.207,-0.359,0.455,0.788,0.001,0.855,1.048
1.047,0.017,-0.82,-0.05,0.11,0.17,0.388,0.207,-0.358,0.455,0.789,0.001,0.852,1.046
1.047,0.02,-0.811,-0.059,0.11,0.17,0.387,0.206,-0.357,0.455,0.789,0,0.85,1.046
1.047,0.021,-0.806,-0.064,0.111,0.171,0.386,0.206,-0.356,0.456,0.789,0.001,0.848,1.048
1.047,0.023,-0.801,-0.068,0.111,0.172,0.385,0.205,-0.356,0.456,0.79,0.001,0.846,1.048
1.047,0.025,-0.796,-0.073,0.112,0.173,0.384,0.205,-0.355,0.456,0.79,0,0.845,1.047
1.047,0.025,-0.795,-0.074,0.112,0.174,0.384,0.204,-0.354,0.456,0.79,0.001,0.842,1.047
1.047,0.03,-0.777,-0.091,0.114,0.176,0.382,0.203,-0.352,0.457,0.791,0.001,0.837,1.048
1.047,0.032,-0.772,-0.096,0.114,0.177,0.381,0.203,-0.351,0.457,0.792,0.001,0.835,1.046
1.047,0.034,-0.764,-0.103,0.115,0.178,0.379,0.202,-0.35,0.457,0.792,0,0.832,1.047
1.047,0.037,-0.757,-0.11,0.115,0.179,0.378,0.202,-0.349,0.457,0.793,0.002,0.83,1.045
1.047,0.039,-0.752,-0.115,0.116,0.18,0.377,0.201,-0.348,0.458,0.793,0,0.827,1.047
1.047,0.041,-0.745,-0.122,0.117,0.181,0.376,0.2,-0.347,0.458,0.793,0.001,0.825,1.048
1.047,0.046,-0.737,-0.129,0.118,0.184,0.373,0.199,-0.345,0.459,0.794,0.001,0.819,1.049
1.047,0.049,-0.718,-0.146,0.119,0.185,0.372,0.198,-0.344,0.459,0.795,0.001,0.816,1.048
1.047,0.051,-0.714,-0.151,0.12,0.186,0.37,0.198,-0.342,0.459,0.796,0.002,0.812,1.045
1.047,0.051,-0.71,-0.154,0.12,0.188,0.369,0.197,-0.341,0.459,0.796,0.001,0.81,1.046
1.047,0.057,-0.693,-0.171,0.121,0.189,0.367,0.196,-0.34,0.46,0.797,0.001,0.806,1.047
1.047,0.06,-0.688,-0.176,0.122,0.19,0.366,0.195,-0.339,0.46,0.797,0.002,0.804,1.048
1.047,0.066,-0.674,-0.189,0.123,0.193,0.363,0.194,-0.336,0.461,0.798,0,0.797,1.048
1.047,0.066,-0.665,-0.197,0.124,0.194,0.361,0.193,-0.334,0.461,0.799,0.001,0.792,1.046
1.047,0.072,-0.65,-0.211,0.125,0.196,0.359,0.192,-0.333,0.462,0.8,0.001,0.789,1.048
1.047,0.075,-0.635,-0.226,0.126,0.197,0.357,0.191,-0.331,0.462,0.8,0,0.784,1.048
1.047,0.079,-0.625,-0.235,0.127,0.199,0.355,0.19,-0.33,0.462,0.801,0.001,0.781,1.047
1.047,0.079,-0.624,-0.236,0.128,0.2,0.353,0.189,-0.328,0.463,0.801,0.001,0.777,1.049
1.047,0.087,-0.609,-0.251,0.129,0.203,0.349,0.188,-0.325,0.463,0.803,0.001,0.77,1.046
1.047,0.089,-0.592,-0.267,0.13,0.204,0.347,0.187,-0.323,0.464,0.803,0.001,0.765,1.048
1.047,0.096,-0.575,-0.282,0.131,0.206,0.345,0.186,-0.322,0.464,0.804,0,0.762,1.047
1.047,0.1,-0.564,-0.293,0.132,0.207,0.343,0.185,-0.32,0.465,0.805,0,0.757,1.047
1.047,0.103,-0.552,-0.304,0.133,0.209,0.34,0.184,-0.318,0.465,0.806,0.001,0.752,1.046
1.047,0.107,-0.536,-0.32,0.133,0.21,0.338,0.183,-0.316,0.465,0.806,0.002,0.748,1.046
1.047,0.112,-0.528,-0.327,0.135,0.213,0.333,0.18,-0.313,0.466,0.808,0.001,0.739,1.047
1.047,0.119,-0.504,-0.35,0.136,0.215,0.331,0.179,-0.311,0.467,0.808,0.002,0.734,1.049
1.047,0.123,-0.491,-0.362,0.137,0.216,0.328,0.178,-0.309,0.467,0.809,0.001,0.729,1.047
1.047,0.127,-0.478,-0.374,0.138,0.217,0.326,0.177,-0.307,0.467,0.81,0,0.725,1.046
1.047,0.132,-0.465,-0.386,0.138,0.219,0.323,0.176,-0.305,0.468,0.811,0,0.719,1.047
1.047,0.14,-0.439,-0.411,0.14,0.222,0.318,0.174,-0.301,0.469,0.812,0,0.71,1.047
1.047,0.144,-0.425,-0.424,0.141,0.223,0.315,0.173,-0.299,0.469,0.813,0.001,0.705,1.046
1.047,0.148,-0.407,-0.442,0.142,0.224,0.312,0.171,-0.297,0.47,0.814,0.001,0.699,1.048
1.047,0.153,-0.398,-0.45,0.142,0.226,0.309,0.17,-0.295,0.47,0.814,0.001,0.695,1.048
1.047,0.157,-0.384,-0.463,0.143,0.227,0.306,0.169,-0.293,0.47,0.815,0,0.69,1.046
1.047,0.162,-0.365,-0.481,0.144,0.228,0.303,0.168,-0.291,0.471,0.816,0,0.685,1.047
1.047,0.166,-0.351,-0.494,0.144,0.229,0.3,0.166,-0.288,0.471,0.817,0,0.678,1.046
1.047,0.175,-0.337,-0.508,0.146,0.232,0.294,0.164,-0.284,0.472,0.818,0,0.668,1.047
1.047,0.18,-0.313,-0.531,0.146,0.233,0.291,0.163,-0.282,0.473,0.819,0,0.663,1.047
1.047,0.184,-0.294,-0.549,0.147,0.234,0.288,0.161,-0.28,0.473,0.82,0.001,0.658,1.047
1.047,0.189,-0.284,-0.558,0.148,0.235,0.285,0.16,-0.277,0.474,0.82,0,0.651,1.048
1.047,0.199,-0.264,-0.577,0.149,0.237,0.278,0.158,-0.273,0.474,0.822,0.001,0.642,1.046
1.047,0.203,-0.239,-0.601,0.149,0.238,0.275,0.156,-0.271,0.475,0.823,0.001,0.636,1.047
1.047,0.208,-0.219,-0.62,0.15,0.239,0.272,0.155,-0.268,0.475,0.823,0.001,0.63,1.047
1.047,0.213,-0.204,-0.634,0.15,0.24,0.268,0.154,-0.266,0.476,0.824,0.001,0.625,1.047
1.047,0.213,-0.198,-0.639,0.151,0.24,0.265,0.152,-0.264,0.476,0.825,0.001,0.619,1.047
1.047,0.227,-0.174,-0.663,0.152,0.242,0.258,0.15,-0.259,0.477,0.826,0.001,0.608,1.047
1.047,0.227,-0.152,-0.682,0.152,0.243,0.255,0.148,-0.257,0.477,0.827,0,0.602,1.046
1.047,0.237,-0.132,-0.702,0.152,0.243,0.252,0.147,-0.254,0.478,0.828,0.001,0.596,1.047
1.047,0.242,-0.112,-0.721,0.153,0.244,0.248,0.145,-0.252,0.478,0.829,0.001,0.59,1.046
1.047,0.247,-0.101,-0.726,0.153,0.244,0.245,0.144,-0.25,0.479,0.829,0.001,0.585,1.048
1.047,0.247,-0.091,-0.741,0.153,0.245,0.242,0.143,-0.247,0.479,0.83,0.001,0.579,1.047
1.047,0.257,-0.065,-0.765,0.154,0.245,0.238,0.141,-0.245,0.48,0.831,0.001,0.573,1.048
1.047,0.261,-0.055,-0.775,0.154,0.246,0.232,0.139,-0.24,0.48,0.832,0.001,0.562,1.046
1.047,0.271,-0.024,-0.805,0.154,0.246,0.228,0.137,-0.238,0.481,0.833,0.001,0.556,1.048
1.047,0.276,-0.008,-0.819,0.154,0.246,0.225,0.136,-0.235,0.481,0.833,0.001,0.55,1.047
1.047,0.281,0.007,-0.834,0.154,0.247,0.222,0.134,-0.233,0.481,0.834,0.001,0.544,1.046
1.047,0.286,0.028,-0.853,0.155,0.247,0.218,0.133,-0.231,0.482,0.835,0.001,0.539,1.047
1.047,0.291,0.043,-0.868,0.155,0.247,0.215,0.132,-0.228,0.482,0.835,0.001,0.533,1.047
1.047,0.296,0.054,-0.878,0.155,0.247,0.212,0.13,-0.226,0.483,0.836,0.001,0.527,1.048
1.047,0.305,0.074,-0.897,0.155,0.247,0.208,0.129,-0.223,0.483,0.837,0.001,0.521,1.047
1.047,0.31,0.1,-0.922,0.155,0.247,0.202,0.126,-0.219,0.484,0.838,0.001,0.511,1.048
1.047,0.315,0.12,-0.941,0.155,0.247,0.199,0.125,-0.216,0.484,0.839,0.001,0.504,1.046
1.047,0.32,0.135,-0.955,0.154,0.247,0.196,0.124,-0.214,0.484,0.839,0.001,0.5,1.046
1.047,0.325,0.146,-0.965,0.154,0.246,0.193,0.122,-0.212,0.485,0.84,0.001,0.494,1.047
1.047,0.329,0.161,-0.979,0.154,0.246,0.19,0.121,-0.209,0.485,0.84,0.001,0.488,1.047
1.047,0.329,0.171,-0.988,0.154,0.246,0.186,0.12,-0.207,0.485,0.841,0.001,0.483,1.046
1.047,0.334,0.186,-1.002,0.154,0.245,0.181,0.117,-0.202,0.486,0.842,0.001,0.471,1.047
1.047,0.348,0.22,-1.035,0.153,0.245,0.178,0.116,-0.2,0.486,0.843,0.001,0.467,1.046
1.047,0.352,0.239,-1.054,0.153,0.244,0.175,0.114,-0.198,0.487,0.843,0.001,0.461,1.048
1.047,0.357,0.254,-1.063,0.153,0.244,0.172,0.113,-0.196,0.487,0.844,0,0.456,1.047
1.047,0.362,0.268,-1.081,0.153,0.243,0.169,0.112,-0.194,0.487,0.844,0,0.452,1.047
1.047,0.366,0.278,-1.09,0.152,0.242,0.164,0.109,-0.189,0.488,0.845,0,0.44,1.048
1.047,0.375,0.306,-1.117,0.152,0.242,0.161,0.108,-0.187,0.488,0.846,0,0.435,1.046
1.047,0.379,0.325,-1.135,0.151,0.241,0.158,0.107,-0.185,0.488,0.846,0.001,0.431,1.046
1.047,0.383,0.338,-1.148,0.151,0.24,0.156,0.105,-0.183,0.489,0.847,0.001,0.425,1.047
1.047,0.388,0.347,-1.156,0.151,0.24,0.153,0.104,-0.181,0.489,0.847,0.001,0.421,1.047
1.047,0.392,0.361,-1.168,0.15,0.239,0.151,0.103,-0.179,0.489,0.847,0.001,0.416,1.047
1.047,0.396,0.374,-1.181,0.15,0.238,0.149,0.102,-0.177,0.489,0.848,0,0.411,1.046
1.047,0.404,0.392,-1.198,0.149,0.238,0.146,0.101,-0.174,0.49,0.848,0.001,0.405,1.048
1.047,0.408,0.413,-1.218,0.148,0.236,0.142,0.098,-0.171,0.49,0.849,0.001,0.397,1.047
1.047,0.412,0.425,-1.23,0.148,0.236,0.14,0.097,-0.169,0.49,0.85,0.001,0.392,1.046
1.047,0.416,0.443,-1.246,0.148,0.235,0.137,0.096,-0.167,0.491,0.85,0.001,0.388,1.048
1.047,0.42,0.455,-1.258,0.147,0.234,0.135,0.095,-0.165,0.491,0.85,0.001,0.383,1.048
1.047,0.423,0.462,-1.264,0.147,0.233,0.133,0.094,-0.163,0.491,0.851,0,0.378,1.047
1.047,0.428,0.474,-1.276,0.146,0.232,0.129,0.092,-0.159,0.491,0.851,0,0.37,1.047
1.047,0.434,0.497,-1.298,0.145,0.231,0.128,0.091,-0.157,0.492,0.852,0.001,0.365,1.047
1.047,0.438,0.513,-1.313,0.145,0.23,0.126,0.09,-0.156,0.492,0.852,0,0.362,1.047
1.047,0.441,0.519,-1.319,0.144,0.229,0.124,0.089,-0.154,0.492,0.852,0,0.358,1.047
1.047,0.445,0.53,-1.329,0.144,0.229,0.122,0.088,-0.152,0.492,0.853,0.001,0.353,1.046
1.047,0.448,0.541,-1.339,0.144,0.228,0.121,0.087,-0.151,0.492,0.853,0,0.35,1.046
1.047,0.451,0.551,-1.349,0.143,0.227,0.119,0.086,-0.149,0.492,0.853,0,0.346,1.046
1.047,0.454,0.562,-1.359,0.143,0.226,0.118,0.085,-0.148,0.493,0.853,0.001,0.343,1.048
1.047,0.457,0.572,-1.368,0.142,0.225,0.116,0.084,-0.146,0.493,0.854,0.001,0.338,1.047
1.047,0.463,0.581,-1.377,0.142,0.225,0.115,0.083,-0.145,0.493,0.854,0.001,0.336,1.047
1.047,0.466,0.6,-1.395,0.141,0.223,0.112,0.082,-0.142,0.493,0.854,0,0.33,1.047
1.047,0.469,0.613,-1.407,0.14,0.222,0.111,0.081,-0.14,0.493,0.855,0,0.325,1.046
1.047,0.472,0.618,-1.412,0.14,0.222,0.109,0.08,-0.139,0.493,0.855,0,0.322,1.046
1.047,0.474,0.627,-1.42,0.14,0.221,0.108,0.079,-0.138,0.494,0.855,0.001,0.319,1.048
1.047,0.477,0.639,-1.431,0.139,0.22,0.107,0.079,-0.136,0.494,0.855,0.001,0.316,1.048
1.047,0.479,0.646,-1.439,0.139,0.22,0.106,0.078,-0.135,0.494,0.855,0,0.313,1.048
1.047,0.479,0.646,-1.439,0.138,0.219,0.105,0.077,-0.134,0.494,0.856,0.001,0.31,1.047
1.047,0.482,0.654,-1.446,0.138,0.218,0.104,0.077,-0.133,0.494,0.856,0,0.309,1.047
1.047,0.489,0.666,-1.458,0.137,0.217,0.102,0.075,-0.13,0.494,0.856,0,0.301,1.047
1.047,0.491,0.682,-1.473,0.137,0.216,0.101,0.075,-0.129,0.494,0.856,0.001,0.3,1.047
1.047,0.493,0.687,-1.478,0.137,0.216,0.1,0.074,-0.128,0.494,0.857,0,0.297,1.046
1.047,0.495,0.695,-1.485,0.136,0.215,0.099,0.073,-0.127,0.494,0.857,0,0.294,1.046
1.047,0.497,0.7,-1.49,0.136,0.215,0.099,0.073,-0.126,0.495,0.857,0,0.292,1.048
1.047,0.498,0.706,-1.495,0.136,0.214,0.098,0.072,-0.125,0.495,0.857,0,0.289,1.048
1.047,0.502,0.712,-1.501,0.135,0.213,0.096,0.071,-0.124,0.495,0.857,0.001,0.287,1.048
1.047,0.503,0.723,-1.511,0.135,0.213,0.096,0.071,-0.123,0.495,0.857,0,0.285,1.048
1.047,0.505,0.728,-1.516,0.135,0.212,0.095,0.071,-0.122,0.495,0.857,0.001,0.283,1.047
1.047,0.506,0.732,-1.52,0.134,0.212,0.095,0.07,-0.121,0.495,0.858,0,0.28,1.047
1.047,0.508,0.737,-1.524,0.134,0.211,0.094,0.07,-0.121,0.495,0.858,0,0.28,1.047
1.047,0.509,0.741,-1.528,0.134,0.211,0.094,0.069,-0.12,0.495,0.858,0,0.278,1.047
1.047,0.51,0.745,-1.532,0.134,0.211,0.093,0.069,-0.119,0.495,0.858,0.001,0.276,1.046
1.047,0.51,0.745,-1.532,0.133,0.21,0.093,0.069,-0.119,0.495,0.858,0.001,0.276,1.046
1.047,0.513,0.752,-1.539,0.133,0.21,0.092,0.068,-0.118,0.495,0.858,0,0.273,1.047
1.047,0.515,0.758,-1.545,0.133,0.209,0.091,0.068,-0.117,0.495,0.858,0.001,0.272,1.046
1.047,0.516,0.761,-1.548,0.133,0.209,0.091,0.067,-0.117,0.495,0.858,0.001,0.271,1.047
1.047,0.516,0.764,-1.55,0.133,0.209,0.091,0.067,-0.116,0.495,0.858,0,0.269,1.047
1.047,0.517,0.766,-1.552,0.132,0.208,0.09,0.067,-0.116,0.495,0.858,0,0.269,1.047
1.047,0.518,0.769,-1.555,0.132,0.208,0.09,0.067,-0.116,0.495,0.858,0,0.269,1.047
1.047,0.519,0.771,-1.557,0.132,0.208,0.09,0.067,-0.115,0.495,0.858,0.001,0.267,1.046
1.047,0.519,0.773,-1.558,0.132,0.208,0.09,0.066,-0.115,0.495,0.858,0.001,0.266,1.047
1.047,0.52,0.776,-1.562,0.132,0.208,0.089,0.066,-0.115,0.496,0.858,0.001,0.266,1.048
1.047,0.52,0.776,-1.562,0.132,0.207,0.089,0.066,-0.114,0.496,0.858,0,0.264,1.048
1.047,0.521,0.779,-1.564,0.132,0.207,0.089,0.066,-0.114,0.496,0.859,0,0.264,1.047
1.047,0.521,0.78,-1.565,0.132,0.207,0.089,0.066,-0.114,0.496,0.859,0,0.264,1.047
1.047,0.522,0.781,-1.566,0.132,0.207,0.089,0.066,-0.114,0.496,0.859,0,0.264,1.047
1.047,0.522,0.782,-1.567,0.132,0.207,0.089,0.066,-0.114,0.496,0.859,0,0.264,1.047
1.047,0.522,0.782,-1.568,0.132,0.207,0.089,0.066,-0.114,0.496,0.859,0,0.264,1.047
1.047,0.523,0.784,-1.569,0.131,0.207,0.089,0.065,-0.113,0.496,0.859,0,0.261,1.047
1.047,0.523,0.784,-1.569,0.131,0.207,0.088,0.065,-0.113,0.496,0.859,0,0.261,1.047
1.047,0.523,0.784,-1.569,0.131,0.207,0.088,0.065,-0.113,0.496,0.859,0,0.261,1.047
1.047,0.523,0.785,-1.57,0.131,0.207,0.088,0.065,-0.113,0.496,0.859,0,0.261,1.047
1.047,0.523,0.785,-1.57,0.131,0.207,0.088,0.065,-0.113,0.496,0.859,0,0.261,1.047
-1.57,0.523,0.785,-1.57,0.012,-0.239,0.088,-0.092,-0.092,-0.701,0.701,3.142,2.881,1.571
-1.57,0.523,0.785,-1.57,0.012,-0.239,0.088,-0.092,-0.092,-0.701,0.701,3.142,2.881,1.571
-1.569,0.523,0.785,-1.57,0.012,-0.239,0.088,-0.092,-0.092,-0.7,0.702,3.141,2.881,1.574
-1.569,0.523,0.784,-1.569,0.012,-0.239,0.088,-0.092,-0.093,-0.7,0.702,3.141,2.879,1.574
-1.569,0.523,0.784,-1.569,0.013,-0.239,0.088,-0.092,-0.093,-0.7,0.702,3.141,2.879,1.574
-1.568,0.523,0.784,-1.569,0.013,-0.239,0.088,-0.092,-0.093,-0.7,0.702,3.141,2.879,1.574
-1.566,0.522,0.783,-1.568,0.013,-0.239,0.089,-0.092,-0.093,-0.699,0.703,3.141,2.879,1.576
-1.566,0.522,0.783,-1.568,0.013,-0.239,0.089,-0.092,-0.093,-0.699,0.703,3.141,2.879,1.576
-1.564,0.522,0.782,-1.567,0.014,-0.239,0.089,-0.092,-0.093,-0.699,0.703,3.141,2.879,1.576
-1.56,0.521,0.78,-1.565,0.015,-0.239,0.089,-0.093,-0.094,-0.697,0.705,3.141,2.876,1.582
-1.558,0.521,0.779,-1.564,0.015,-0.239,0.089,-0.093,-0.094,-0.697,0.705,3.141,2.876,1.582
-1.558,0.521,0.779,-1.564,0.016,-0.239,0.089,-0.093,-0.094,-0.696,0.706,3.141,2.876,1.585
-1.553,0.52,0.776,-1.562,0.016,-0.24,0.089,-0.093,-0.094,-0.695,0.707,3.141,2.876,1.588
-1.553,0.52,0.776,-1.562,0.017,-0.24,0.09,-0.093,-0.095,-0.694,0.708,3.141,2.875,1.591
-1.547,0.519,0.773,-1.558,0.018,-0.24,0.09,-0.093,-0.095,-0.692,0.709,3.141,2.875,1.595
-1.542,0.518,0.769,-1.555,0.02,-0.24,0.09,-0.093,-0.096,-0.69,0.712,3.142,2.874,1.602
-1.535,0.517,0.766,-1.552,0.021,-0.241,0.09,-0.093,-0.096,-0.688,0.713,3.141,2.873,1.607
-1.53,0.516,0.764,-1.55,0.022,-0.241,0.091,-0.093,-0.097,-0.686,0.715,3.141,2.872,1.612
-1.525,0.516,0.761,-1.548,0.023,-0.241,0.091,-0.093,-0.098,-0.684,0.716,3.141,2.87,1.616
-1.52,0.515,0.758,-1.545,0.024,-0.241,0.091,-0.093,-0.098,-0.682,0.718,3.141,2.87,1.622
-1.52,0.515,0.758,-1.545,0.026,-0.242,0.092,-0.093,-0.099,-0.68,0.72,3.141,2.869,1.628
-1.509,0.513,0.752,-1.539,0.027,-0.242,0.092,-0.094,-0.1,-0.678,0.722,3.141,2.866,1.634
-1.508,0.513,0.752,-1.539,0.029,-0.242,0.093,-0.094,-0.1,-0.676,0.724,3.141,2.866,1.639
-1.491,0.509,0.749,-1.535,0.033,-0.243,0.094,-0.094,-0.102,-0.67,0.729,3.141,2.863,1.655
-1.482,0.508,0.737,-1.524,0.034,-0.243,0.094,-0.094,-0.103,-0.667,0.732,3.141,2.862,1.664
-1.479,0.508,0.737,-1.524,0.037,-0.243,0.095,-0.094,-0.104,-0.664,0.734,3.141,2.86,1.671
-1.465,0.505,0.728,-1.516,0.039,-0.244,0.095,-0.094,-0.105,-0.661,0.737,3.141,2.859,1.679
-1.457,0.503,0.723,-1.511,0.041,-0.244,0.096,-0.094,-0.106,-0.657,0.74,3.141,2.857,1.689
-1.448,0.5,0.718,-1.506,0.046,-0.244,0.097,-0.094,-0.108,-0.65,0.746,3.141,2.854,1.708
-1.428,0.498,0.708,-1.497,0.049,-0.245,0.098,-0.095,-0.11,-0.646,0.75,3.141,2.85,1.72
-1.417,0.497,0.702,-1.491,0.051,-0.245,0.099,-0.095,-0.111,-0.642,0.753,3.141,2.848,1.73
-1.407,0.495,0.696,-1.486,0.054,-0.245,0.099,-0.095,-0.112,-0.637,0.757,3.14,2.847,1.743
-1.39,0.493,0.689,-1.479,0.057,-0.245,0.1,-0.095,-0.114,-0.633,0.76,3.142,2.844,1.753
-1.388,0.493,0.689,-1.479,0.064,-0.245,0.102,-0.095,-0.117,-0.623,0.768,3.141,2.839,1.779
-1.358,0.486,0.671,-1.462,0.067,-0.245,0.103,-0.095,-0.119,-0.618,0.772,3.141,2.836,1.791
-1.345,0.484,0.664,-1.455,0.071,-0.245,0.104,-0.095,-0.12,-0.612,0.776,3.141,2.834,1.806
-1.336,0.484,0.662,-1.453,0.074,-0.245,0.105,-0.095,-0.122,-0.607,0.78,3.141,2.831,1.819
-1.317,0.479,0.649,-1.441,0.078,-0.245,0.106,-0.095,-0.124,-0.601,0.784,3.142,2.828,1.834
-1.303,0.477,0.642,-1.434,0.082,-0.245,0.107,-0.095,-0.126,-0.595,0.788,3.141,2.825,1.848
-1.293,0.477,0.639,-1.431,0.086,-0.244,0.108,-0.095,-0.128,-0.589,0.793,3.141,2.822,1.864
-1.272,0.469,0.626,-1.419,0.094,-0.243,0.111,-0.094,-0.132,-0.575,0.802,3.141,2.816,1.897
-1.245,0.469,0.613,-1.407,0.099,-0.243,0.112,-0.094,-0.134,-0.568,0.806,3.141,2.813,1.914
-1.228,0.466,0.605,-1.399,0.103,-0.242,0.113,-0.094,-0.136,-0.561,0.811,3.141,2.809,1.931
-1.206,0.46,0.591,-1.386,0.108,-0.241,0.115,-0.094,-0.138,-0.554,0.816,3.141,2.806,1.949
-1.189,0.457,0.581,-1.377,0.112,-0.24,0.116,-0.093,-0.14,-0.546,0.82,3.141,2.804,1.967
-1.175,0.457,0.577,-1.373,0.117,-0.239,0.118,-0.093,-0.143,-0.539,0.825,3.141,2.799,1.984
-1.152,0.451,0.562,-1.359,0.122,-0.238,0.119,-0.093,-0.145,-0.531,0.83,3.141,2.795,2.003
-1.133,0.446,0.552,-1.349,0.132,-0.235,0.122,-0.092,-0.15,-0.514,0.84,3.141,2.788,2.043
-1.094,0.441,0.531,-1.33,0.137,-0.233,0.124,-0.091,-0.153,-0.505,0.844,3.141,2.783,2.063
-1.079,0.441,0.525,-1.324,0.142,-0.232,0.126,-0.091,-0.155,-0.496,0.849,3.141,2.78,2.084
-1.053,0.434,0.51,-1.309,0.148,-0.23,0.128,-0.09,-0.158,-0.487,0.854,3.141,2.776,2.105
-1.032,0.431,0.499,-1.299,0.153,-0.227,0.129,-0.089,-0.161,-0.478,0.859,3.141,2.772,2.126
-1.016,0.431,0.492,-1.293,0.158,-0.225,0.131,-0.089,-0.163,-0.468,0.864,3.14,2.768,2.149
